Дней с продажи	Статус клиента	Уровень клиента	Активность клиента	Тип клиента	Последняя покупка	LTV выручка	Периодичность покупок, д. (пп)	Кол-во покупок (пп)	Покупатель	Client_ID	Первая покупка	LTV валовая прибыль	Группа любимых категорий (лк)	Всего любимых категорий (лк)	Самая любимая категория (лк)	Средний чек (пп)	Выручка (пп)	% ВП (пп)	Валовая прибыль (пп)	% редких	Класс редкости
91	1. Разовый	4. Начинающий	2. Приостановленный	Известный клиент	01.10.2022	6596	0	1	"ООО ""Пламенный дом"" ИНН 3779000393"	CL_23261	01.10.2022	2568,95	Подрамники, рамы-рамы-окрашенные со стеклом	1	Подрамники, рамы-рамы-окрашенные со стеклом	6596	6596	0,389	2568,95	0	1. Стандартный
91	1. Разовый	4. Начинающий	2. Приостановленный	Известный клиент	01.10.2022	23050	0	1	"ПАО ""Всесильное место"" ИНН 73662958136"	CL_23271	01.10.2022	12891,909999999998	Основы-Картон грунтованный | Кисти-Масло-Синтетика | Бумага пастель-листы-студия	3	Основы-Картон грунтованный	23050	23050	0,559	12891,909999999998	0	1. Стандартный
86	4. Потерянный клиент	1. VIP	1. Действующий	Известный клиент	06.10.2022	549850	3	2	"ООО ""Доктор"" ИНН 85068531671"	CL_23281	01.10.2022	336832,70999999996	Мольберты-Лира	1	Мольберты-Лира	274925	549850	0,613	336832,70999999996	1	3. Любитель экзотики
74	4. Потерянный клиент	4. Начинающий	1. Действующий	Известный клиент	18.10.2022	1595,6499999999999	8	2	"ООО ""Сильный лидер"" ИНН 530758861"	CL_23291	02.10.2022	730,8299999999998	Подрамники, рамы-рамы-окрашенные со стеклом | Бумага пастель-листы-профи | Основы-Картон грунтованный	3	Подрамники, рамы-рамы-окрашенные со стеклом	798	1596	0,458	730,8299999999998	0	1. Стандартный
2	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	29.12.2022	30584,1	29	3	"АО ""Проблема"" ИНН 69589005592"	CL_23301	02.10.2022	14703,765237093294	Сумки-на молнии ткань/кожа | Инструменты-макетирование-Ножи- для графических лезвий	2	Сумки-на молнии ткань/кожа	10195	30584	0,481	14703,765237093294	0,21428571428571427	2. Энтузиаст
3	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	28.12.2022	51484,799999999996	11	29	"ООО ""Безраздельный театр"" ИНН 26613578602"	CL_2331	25.07.2021	26537,161266864274	Живопись-масло-студия-Ладога ЗХК | Основы-холст на подрамнике-Базовый	2	Живопись-масло-студия-Ладога ЗХК	1168	33886	0,493	16714,912279786615	0,05714285714285714	1. Стандартный
90	1. Разовый	4. Начинающий	2. Приостановленный	Известный клиент	02.10.2022	17760,7	0	1	"ООО ""Наибольшое отсутствие"" ИНН 91028217944"	CL_23311	02.10.2022	8255,063435363409	Живопись-акварель-наборы | ДПИ-Направления-Керамика-Наборы | Кисти-Акварель-Белка | ДПИ-Направления-Стекло-Наборы | Литература-я Вывод/снято с производства	5	Живопись-акварель-наборы	17761	17761	0,465	8255,063435363409	0,375	2. Энтузиаст
90	1. Разовый	3. Перспективный	2. Приостановленный	Известный клиент	02.10.2022	26250	0	1	"ООО ""Формула"" ИНН 3989038582"	CL_23321	02.10.2022	12265,189999999999	Живопись-акварель-наборы | Кисти-Акварель-Наборы | Бумага акварель-блоки-студия	3	Живопись-акварель-наборы	26250	26250	0,467	12265,189999999999	0,25	2. Энтузиаст
90	1. Разовый	1. VIP	2. Приостановленный	Известный клиент	02.10.2022	270725	0	1	"ООО ""Неистощимый коридор"" ИНН 75716941289"	CL_23331	02.10.2022	105434,3659410675	Мебель, оборудование-Столы, стулья | Гипс-розетки, орнаменты	2	Мебель, оборудование-Столы, стулья	270725	270725	0,389	105434,3659410675	1	3. Любитель экзотики
39	4. Потерянный клиент	4. Начинающий	1. Действующий	Известный клиент	22.11.2022	20568,849999999995	13	4	"ООО ""Жгучая практика"" ИНН 81707260653"	CL_23341	03.10.2022	10044,41771216195	Графические материалы-маркеры-ручки  | Кисти-Акварель-Синтетика | Кисти-Акварель-Белка	3	Графические материалы-маркеры-ручки 	5142	20569	0,488	10044,41771216195	0	1. Стандартный
64	4. Потерянный клиент	3. Перспективный	1. Действующий	Известный клиент	28.10.2022	26655,600000000002	8	3	"ООО ""Направление"" ИНН 25009007451"	CL_23351	03.10.2022	12890,694986200615	ДПИ-Направления-Мозаика, смальта-тессеры, наборы | ДПИ-Кракелюр | ДПИ-Направления-Стекло-ВС	3	ДПИ-Направления-Мозаика, смальта-тессеры, наборы	8885	26656	0,484	12890,694986200615	0,11764705882352941	2. Энтузиаст
89	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	03.10.2022	957,9	0	1	"ООО ""Тотальный источник"" ИНН 62735570419"	CL_23361	03.10.2022	541,87	Бумага рисовальная-рулоны | Бумага рисовальная-блоки, альбомы	2	Бумага рисовальная-рулоны	958	958	0,566	541,87	0	1. Стандартный
53	4. Потерянный клиент	4. Начинающий	1. Действующий	Известный клиент	08.11.2022	11436,299999999997	18	2	"ООО ""Экстраординарная безопасность"" ИНН 85302055978"	CL_23371	04.10.2022	5126,357072382739	Живопись-темпера-ПВА ЗХК | Живопись-Акрил студия - Ладога ЗХК банка	2	Живопись-темпера-ПВА ЗХК	5718	11436	0,448	5126,357072382739	0,1	1. Стандартный
66	4. Потерянный клиент	4. Начинающий	1. Действующий	Известный клиент	26.10.2022	21795,900000000005	4	5	"ООО ""Сфера"" ИНН 78492970013"	CL_23381	04.10.2022	10535,316648684779	Литература-Практические руководства по живописи и рисунку-Натюрморт/пейзаж | Литература-Практические руководства по живописи и рисунку-Графика | Кисти-Масло-Колонок	3	Литература-Практические руководства по живописи и рисунку-Натюрморт/пейзаж	4359	21796	0,483	10535,316648684779	0,2631578947368421	2. Энтузиаст
88	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	04.10.2022	5652,5	0	1	"ООО ""Поддержка"" ИНН 6261875231"	CL_23391	04.10.2022	3106,2000000000003	Бумага пастель-листы-профи | Бумага-вывод- из серий_Уценка группы | Графические материалы-маркеры-маркеры	3	Бумага пастель-листы-профи	5652	5652	0,55	3106,2000000000003	0	1. Стандартный
30	3. Теряемый клиент	3. Перспективный	1. Действующий	Известный клиент	01.12.2022	37969,5	19	3	"ООО ""Свобода"" ИНН 97529238154"	CL_23401	04.10.2022	16651,493860055714	Основы-холст на подрамнике-Студенческий-Лен | Основы-холст на подрамнике-Базовый	2	Основы-холст на подрамнике-Студенческий-Лен	12656	37970	0,439	16651,493860055714	0,13793103448275862	2. Энтузиаст
39	3. Теряемый клиент	3. Перспективный	1. Действующий	Известный клиент	22.11.2022	70431,75000000003	25	10	"ООО ""Реформа"" ИНН 84709679731"	CL_2341	25.07.2021	36707,379326643364	Графические материалы-пастель-масляная	1	Графические материалы-пастель-масляная	4694	46943	0,539	25289,313292708954	0,08108108108108109	1. Стандартный
87	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	05.10.2022	1047,6	0	1	"ПАО ""Лестница"" ИНН 72694056472"	CL_23411	05.10.2022	505,7749513891836	ДПИ-Направления-Лепка-Пластика | ДПИ-Направления-Батик-инструменты	2	ДПИ-Направления-Лепка-Пластика	1048	1048	0,483	505,7749513891836	0	1. Стандартный
87	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	05.10.2022	16725	0	1	"ООО ""Кристальная команда"" ИНН 74706761042"	CL_23421	05.10.2022	9293,587910906332	Живопись-гуашь-наборы | Кисти-Акварель-Белка	2	Живопись-гуашь-наборы	16725	16725	0,556	9293,587910906332	0	1. Стандартный
87	1. Разовый	3. Перспективный	1. Действующий	Известный клиент	05.10.2022	63980	0	1	"ООО ""Экономика"" ИНН 25569827480"	CL_23431	05.10.2022	31443,310758297222	Гипс-розетки, орнаменты	1	Гипс-розетки, орнаменты	63980	63980	0,491	31443,310758297222	0,34782608695652173	2. Энтузиаст
86	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	06.10.2022	4879,1	0	1	"ООО ""Кристальная квартира"" ИНН 38199204265"	CL_23441	06.10.2022	2445,59	Основы-холст на подрамнике-Базовый | Живопись - инструменты-Палитры | Живопись-темпера-ПВА ЗХК	3	Основы-холст на подрамнике-Базовый	4879	4879	0,501	2445,59	0	1. Стандартный
27	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	04.12.2022	8594,2	20	3	"ООО ""Информация"" ИНН 71426979936"	CL_23451	06.10.2022	4181,795535970852	Сумки-на молнии ткань/кожа | Подрамники, рамы-рамы-окрашенные со стеклом | Бумага акварель-блоки-студия | Кисти-Универсальные-Белка	4	Сумки-на молнии ткань/кожа	2865	8594	0,487	4181,795535970852	0	1. Стандартный
86	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	06.10.2022	6208,25	0	1	"ООО ""Черный этап"" ИНН 56018919563"	CL_23461	06.10.2022	3147,323234564128	Живопись-темпера-ПВА ЗХК | Живопись - инструменты-Палитры	2	Живопись-темпера-ПВА ЗХК	6208	6208	0,507	3147,323234564128	0	1. Стандартный
16	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	15.12.2022	8980,25	23	3	"ООО ""Ювелирная музыка"" ИНН 8310022567"	CL_23471	06.10.2022	4489,586727575197	Живопись-масло-студия-Ладога ЗХК | Живопись-гуашь, банка/туба | Живопись-масло-профи-Арт-Центр Подольск	3	Живопись-масло-студия-Ладога ЗХК	2993	8980	0,5	4489,586727575197	0	1. Стандартный
86	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	06.10.2022	4180	0	1	"ООО ""Чай"" ИНН 82685812422"	CL_23481	06.10.2022	1859,7199999999998	Живопись-Масло-Наборы-Студия	1	Живопись-Масло-Наборы-Студия	4180	4180	0,445	1859,7199999999998	0	1. Стандартный
86	1. Разовый	2. Важный	1. Действующий	Известный клиент	06.10.2022	85050	0	1	"ООО ""Непревзойденный снег"" ИНН 30243316943"	CL_23491	06.10.2022	37106,51079685897	Основы-Холст негрунтованный | Бумага-Картон-пенокартон	2	Основы-Холст негрунтованный	85050	85050	0,436	37106,51079685897	0,16666666666666666	2. Энтузиаст
85	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	07.10.2022	1804,2000000000003	0	1	"ООО ""Средство"" ИНН 70730180293"	CL_23501	07.10.2022	813,0200000000001	ДПИ-Направления-Батик-инструменты | Живопись-Акрил студия - Ладога ЗХК банка | ВС универсальные покрывные | ДПИ-Направления-Ткань-ВС | ДПИ-Направления-Ткань-краски, контуры	5	ДПИ-Направления-Батик-инструменты	1804	1804	0,451	813,0200000000001	0	1. Стандартный
224	1. Разовый	3. Перспективный	3. Забытый	Известный клиент	21.05.2022	41863,29999999998	0	1	"ООО ""Труд"" ИНН 66703871152"	CL_2351	25.07.2021	20261,618652070592	Подрамники, рамы-Планшеты | Бумага рисовальная-блоки, альбомы | Графические материалы-чернографитовые-штуки	3	Подрамники, рамы-Планшеты	31251	31251	0,491	15359,931002318846	0	1. Стандартный
85	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	07.10.2022	8695,5	0	1	"ООО ""Серьезная комиссия"" ИНН 27241355277"	CL_23511	07.10.2022	4729,3	Живопись-масло-профи-Мастер-Класс ЗХК | Живопись-масло-студия-Ладога ЗХК | Живопись-акварель-наборы | Кисти-Масло, Акрил- Синтетика	4	Живопись-масло-профи-Мастер-Класс ЗХК	8696	8696	0,544	4729,3	0	1. Стандартный
24	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	07.12.2022	1566,5500000000002	31	2	"ООО ""Крутое небо"" ИНН 92299457609"	CL_23521	07.10.2022	995,0300000000002	"ДПИ-Клей-Дерево | Бумага рисовальная-рулоны | Товары с логотипом ""Передвижник"""	3	ДПИ-Клей-Дерево	783	1567	0,635	995,0300000000002	0,25	2. Энтузиаст
83	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	09.10.2022	2182,4999999999995	0	1	"ООО ""Реакция"" ИНН 84432616914"	CL_23531	09.10.2022	1362,6759596688146	Скульптура  - Пластилин | Живопись-масло-профи-Мастер-Класс ЗХК | Бумага акварель-блоки-студия	3	Скульптура  - Пластилин	2182	2182	0,624	1362,6759596688146	0	1. Стандартный
82	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	10.10.2022	3535,65	0	1	"ООО ""Первая борьба"" ИНН 16521357408"	CL_23541	10.10.2022	1932,6953547010362	ДПИ-Направления-Лепка-Пластика	1	ДПИ-Направления-Лепка-Пластика	3536	3536	0,547	1932,6953547010362	0	1. Стандартный
0	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	31.12.2022	12816,3	41	2	"ООО ""Высший остров"" ИНН 38897354737"	CL_23551	10.10.2022	6803,459999999999	Кисти-Масло, Акрил- Синтетика | Живопись - инструменты-Мастихины | Основы-Холст негрунтованный | Графические материалы-чернографитовые-механические/цанговые	4	Кисти-Масло, Акрил- Синтетика	6408	12816	0,531	6803,459999999999	0,08333333333333333	1. Стандартный
81	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	11.10.2022	6571,75	0	1	"ООО ""Стальной труд"" ИНН 94627486319"	CL_23561	11.10.2022	3244,0589917203692	Сумки-Папки, портфолио для хранения работ | Графические материалы-маркеры-ручки  | Кисти-Масло, Акрил- Наборы | Кисти-Специальные-Синтетика | Бумага-разная-офортная	5	Сумки-Папки, портфолио для хранения работ	6572	6572	0,494	3244,0589917203692	0,25	2. Энтузиаст
19	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	12.12.2022	22250,6	31	2	"АО ""Настоящая одежда"" ИНН 39953116394"	CL_23571	11.10.2022	14093,655556356964	Мольберты-Треноги | Основы-холст на картоне	2	Мольберты-Треноги	11125	22251	0,633	14093,655556356964	0,14285714285714285	2. Энтузиаст
80	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	12.10.2022	2959,25	0	1	"ООО ""Безграничный совет"" ИНН 77791630729"	CL_23581	12.10.2022	1974,646642688239	Литература-Мировое иск-во-Монографии	1	Литература-Мировое иск-во-Монографии	2959	2959	0,667	1974,646642688239	0,5	2. Энтузиаст
80	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	12.10.2022	1037,9	0	1	"ООО ""Деталь"" ИНН 91843786207"	CL_23591	12.10.2022	485,36043812328364	ДПИ-Направления-Боди-арт наборы, прочие материалы	1	ДПИ-Направления-Боди-арт наборы, прочие материалы	1038	1038	0,468	485,36043812328364	0,5	2. Энтузиаст
21	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	10.12.2022	18885,9	20	3	"ООО ""Крупный состав"" ИНН 63438971945"	CL_23601	12.10.2022	10954,317580128887	Мольберты-Треноги | Основы-холст на картоне | Подрамники, рамы-рамы-Фурнитура (клинья, подвески)	3	Мольберты-Треноги	6295	18886	0,58	10954,317580128887	0,13333333333333333	2. Энтузиаст
524	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	25.07.2021	3234,9500000000003	?	?	"ООО ""Положение"" ИНН 84218063768"	CL_2361	25.07.2021	1889,2168707268129	?	?	?	?	?	?	?	0	1. Стандартный
79	4. Потерянный клиент	3. Перспективный	1. Действующий	Известный клиент	13.10.2022	25753,500000000004	1	2	"ООО ""Материал"" ИНН 56072160968"	CL_23611	12.10.2022	14734,49447845447	Черчение-Доски чертежные	1	Черчение-Доски чертежные	12877	25754	0,572	14734,49447845447	0,14285714285714285	2. Энтузиаст
75	4. Потерянный клиент	4. Начинающий	1. Действующий	Известный клиент	17.10.2022	5058,550000000001	1	3	"ООО ""Поле"" ИНН 22567574190"	CL_23621	13.10.2022	1994,9570723827396	Черчение-Рапидографы-рапидограф | Живопись-темпера-ПВА ЗХК | Черчение-Угольники | Бумага акварель-листы-студия	4	Черчение-Рапидографы-рапидограф	1686	5059	0,394	1994,9570723827396	0	1. Стандартный
79	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	13.10.2022	1867,25	0	1	"ООО ""Дивный отдых"" ИНН 87564937869"	CL_23631	13.10.2022	806,04	Живопись-Акрил студия - Арт Таир банка	1	Живопись-Акрил студия - Арт Таир банка	1867	1867	0,432	806,04	0	1. Стандартный
79	1. Разовый	3. Перспективный	1. Действующий	Известный клиент	13.10.2022	58525	0	1	"ООО ""Большая мысль"" ИНН 19799813914"	CL_23641	13.10.2022	30807,562613852955	Мольберты-Этюдники | Живопись-масло-студия-Ладога ЗХК | Кисти-Масло, Акрил- Наборы	3	Мольберты-Этюдники	58525	58525	0,526	30807,562613852955	0	1. Стандартный
5	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	26.12.2022	20258,450000000004	18	4	"АО ""Выход"" ИНН 7683640117"	CL_23651	15.10.2022	9200,28677350518	ДПИ-Направления-Ткань-краски, контуры | Бумага пастель-листы-студия | Сумки-Чехлы для подрамников | Бумага пастель-листы-профи | Бумага рисовальная-листы	5	ДПИ-Направления-Ткань-краски, контуры	5065	20258	0,454	9200,28677350518	0,1111111111111111	2. Энтузиаст
25	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	06.12.2022	40368,75	26	2	"ООО ""Подлинная минута"" ИНН 4811275321"	CL_23661	15.10.2022	18521,405414918645	Мольберты-Станковые | Подрамники, рамы-Планшеты | Основы-Аксессуары для холстов	3	Мольберты-Станковые	20184	40369	0,459	18521,405414918645	0,0625	1. Стандартный
77	1. Разовый	2. Важный	1. Действующий	Известный клиент	15.10.2022	120900	0	1	"ООО ""Дивный выход"" ИНН 66689222686"	CL_23671	15.10.2022	50564,65872191522	Мольберты-Лира | Подрамники, рамы-Планшеты	2	Мольберты-Лира	120900	120900	0,418	50564,65872191522	0,75	3. Любитель экзотики
76	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	16.10.2022	2298,9	0	1	"АО ""Большая песня"" ИНН 22554642163"	CL_23681	16.10.2022	1146,2217524931345	Живопись-темпера-ПВА ЗХК | Бумага техническая-листы | ДПИ-Клей-Резиновый | Кисти-Акварель-Синтетика	4	Живопись-темпера-ПВА ЗХК	2299	2299	0,499	1146,2217524931345	0	1. Стандартный
76	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	16.10.2022	3977	0	1	"ООО ""Конец"" ИНН 21264152141"	CL_23691	16.10.2022	1889,7299999999998	Графические материалы-инструменты-ластики | Бумага техническая-блоки, альбомы | Графические материалы-чернографитовые-штуки | Графические материалы-маркеры-ручки 	4	Графические материалы-инструменты-ластики	3977	3977	0,475	1889,7299999999998	0,2	2. Энтузиаст
75	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	17.10.2022	8211,05	0	1	"ООО ""Положение"" ИНН 62698417136"	CL_23701	17.10.2022	4020,5096314995785	ДПИ-Направления-Стекло-Краски, контуры | Живопись-Акрил декоративный - Деколор Таир	2	ДПИ-Направления-Стекло-Краски, контуры	8211	8211	0,49	4020,5096314995785	0	1. Стандартный
15	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	16.12.2022	9893,3	0	1	"ООО ""Комиссия"" ИНН 32994778095"	CL_2371	25.07.2021	4830,99	Подрамники, рамы-Планшеты | Живопись-масло-профи-Мастер-Класс ЗХК	2	Подрамники, рамы-Планшеты	8626	8626	0,483	4164,87	0	1. Стандартный
39	4. Потерянный клиент	4. Начинающий	1. Действующий	Известный клиент	22.11.2022	6372,900000000001	18	2	"ООО ""Отличное обстоятельство"" ИНН 44081376329"	CL_23711	17.10.2022	2456,75	Основы-холст на подрамнике-Базовый	1	Основы-холст на подрамнике-Базовый	3186	6373	0,385	2456,75	0	1. Стандартный
67	4. Потерянный клиент	4. Начинающий	1. Действующий	Известный клиент	25.10.2022	4543,25	4	2	"ООО ""Сон"" ИНН 27955940322"	CL_23721	17.10.2022	1734,5456063126635	Черчение-Рапидографы-рапидограф | Бумага пастель-листы-профи | Бумага пастель-листы-стандарт	3	Черчение-Рапидографы-рапидограф	2272	4543	0,382	1734,5456063126635	0	1. Стандартный
11	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	20.12.2022	3224,75	21	3	"ООО ""Неистощимая формула"" ИНН 4111446067"	CL_23731	18.10.2022	1728,142865207059	Живопись-гуашь, Таир, банка 100мл | Кисти-Масло-Колонок | Живопись-гуашь, банка/туба | ДПИ-Клей-Резиновый	4	Живопись-гуашь, Таир, банка 100мл	1075	3225	0,536	1728,142865207059	0	1. Стандартный
74	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	18.10.2022	3004,75	0	1	"ПАО ""Содержание"" ИНН 56056388146"	CL_23741	18.10.2022	1526,29	Бумага-разная-офортная	1	Бумага-разная-офортная	3005	3005	0,508	1526,29	0,5	2. Энтузиаст
8	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	23.12.2022	4403,8	33	2	"ООО ""Титаническая среда"" ИНН 23753489054"	CL_23751	19.10.2022	2013,5676773505174	Сумки-Пеналы | Бумага акварель-блоки-студия | Кисти-Масло-Синтетика | Бумага техническая-блоки, альбомы | Живопись-гуашь, банка/туба	5	Сумки-Пеналы	2202	4404	0,457	2013,5676773505174	0	1. Стандартный
73	1. Разовый	3. Перспективный	1. Действующий	Известный клиент	19.10.2022	49505	0	1	"ООО ""Ювелирная тема"" ИНН 53714209624"	CL_23761	19.10.2022	22412,773867525902	Графические материалы-акварельные-наборы | Бумага рисовальная-листы	2	Графические материалы-акварельные-наборы	49505	49505	0,453	22412,773867525902	0,1	1. Стандартный
72	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	20.10.2022	19484,5	0	1	"ООО ""Живая комната"" ИНН 66151066381"	CL_23771	20.10.2022	9840,014237961395	Бумага пастель-листы-верже | Кисти-Акварель-Белка | Скульптура - инструменты	3	Бумага пастель-листы-верже	19484	19484	0,505	9840,014237961395	0,09090909090909091	1. Стандартный
72	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	20.10.2022	5257,400000000001	0	1	"ООО ""Восторженное колено"" ИНН 21162137920"	CL_23781	20.10.2022	2388,04	Черчение-Линейки | Бумага-Картон-тонированный | Живопись-гуашь, банка/туба | ДПИ-Направления-Батик-инструменты	4	Черчение-Линейки	5257	5257	0,454	2388,04	0	1. Стандартный
72	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	20.10.2022	160,04999999999998	0	1	"ООО ""Школа"" ИНН 13567200640"	CL_23791	20.10.2022	49,329999999999984	Графические материалы-маркеры-ручки 	1	Графические материалы-маркеры-ручки 	160	160	0,308	49,329999999999984	0	1. Стандартный
72	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	20.10.2022	2470	0	1	"АО ""Вопрос"" ИНН 79541915139"	CL_23801	20.10.2022	991,1293988182888	Графические материалы-маркеры-ручки 	1	Графические материалы-маркеры-ручки 	2470	2470	0,401	991,1293988182888	0	1. Стандартный
61	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	31.10.2022	13920,4	0	1	"ООО ""Жаркий магазин"" ИНН 36551056548"	CL_2381	25.07.2021	6384,23788048009	z-Уценка | Бумага акварель-ручной отлив | Бумага акварель-листы-студия | Графические материалы-инструменты-ластики	4	z-Уценка	3358	3358	0,404	1357,53	0,125	2. Энтузиаст
71	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	21.10.2022	20612,5	0	1	"ООО ""Ослепительная рамка"" ИНН 56904602911"	CL_23811	21.10.2022	10823,519228187724	Литература-Практические руководства по живописи и рисунку-Основы | Литература-Дизайн-Графический, рекламный и digital дизайн	2	Литература-Практические руководства по живописи и рисунку-Основы	20612	20612	0,525	10823,519228187724	0,6	3. Любитель экзотики
12	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	19.12.2022	58956	8	7	"ООО ""Площадь"" ИНН 44170185436"	CL_23821	21.10.2022	34522,3534426959	Гипс-Торсы, статуи	1	Гипс-Торсы, статуи	8422	58956	0,586	34522,3534426959	0,0625	1. Стандартный
70	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	22.10.2022	1178,55	0	1	"ООО ""Реализация"" ИНН 57388486146"	CL_23831	22.10.2022	471,6199999999999	Кисти-Универсальные-Белка | Бумага рисовальная-блоки, альбомы	2	Кисти-Универсальные-Белка	1179	1179	0,4	471,6199999999999	0	1. Стандартный
70	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	22.10.2022	11001	0	1	"ООО ""Бесценный пример"" ИНН 58209212185"	CL_23841	22.10.2022	4568,44	Кисти-Масло, Акрил- Щетина | Живопись-Акрил студия - Ладога ЗХК банка | ДПИ-Клей-Прочее | Золочение и реставрация-Поталь	4	Кисти-Масло, Акрил- Щетина	11001	11001	0,415	4568,44	0,2857142857142857	2. Энтузиаст
4	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	27.12.2022	12561,499999999995	21	3	"ООО ""Редкий ресторан"" ИНН 48593915769"	CL_23851	24.10.2022	6625,021891738859	Живопись-Акрил декоративный - Ладога мет ЗХК | ДПИ-Направления-Декупаж-Окончательная обработка | ДПИ-Кракелюр | Золочение и реставрация-патинирование, краска  | ДПИ-Направления-Стекло-Краски, контуры	5	Живопись-Акрил декоративный - Ладога мет ЗХК	4187	12561	0,527	6625,021891738859	0,07692307692307693	1. Стандартный
68	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	24.10.2022	3230,1	0	1	"ПАО ""Поворот"" ИНН 71325580292"	CL_23861	24.10.2022	1708,872997240123	Инструменты-макетирование-Ножи- стандартные | Черчение-Угольники | Графические материалы-чернографитовые-штуки | Черчение-Линейки	4	Инструменты-макетирование-Ножи- стандартные	3230	3230	0,529	1708,872997240123	0	1. Стандартный
41	4. Потерянный клиент	4. Начинающий	1. Действующий	Известный клиент	20.11.2022	22741,75	13	2	"ООО ""Кухня"" ИНН 72348632347"	CL_23871	25.10.2022	12112,441150352824	Основы-холст на подрамнике-Базовый | Живопись-масло-студия-Ладога ЗХК | Живопись-масло-студия-Студия Гамма	3	Основы-холст на подрамнике-Базовый	11371	22742	0,533	12112,441150352824	0	1. Стандартный
67	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	25.10.2022	1906,05	0	1	"ООО ""Необычайный полет"" ИНН 2028273861"	CL_23881	25.10.2022	989,76	Кисти-Акварель-Колонок-Соболь | Живопись-гуашь, Таир, банка 100мл | Живопись - инструменты-Палитры	3	Кисти-Акварель-Колонок-Соболь	1906	1906	0,519	989,76	0	1. Стандартный
3	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	28.12.2022	25163,900000000005	16	4	"АО ""Крутой объем"" ИНН 16883489281"	CL_23891	25.10.2022	13121,706780717843	Живопись-акварель-наборы | Черчение-Шаблоны | Сумки-на молнии ткань/кожа | Инструменты-макетирование-Коврики для резки	4	Живопись-акварель-наборы	6291	25164	0,521	13121,706780717843	0,06666666666666667	1. Стандартный
17	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	14.12.2022	20888,75	25	2	"ООО ""Лето"" ИНН 13081924415"	CL_23901	26.10.2022	9476,877720111432	Кисти-Универсальные-Колонок | Бумага пастель-листы-студия	2	Кисти-Универсальные-Колонок	10444	20889	0,454	9476,877720111432	0,1	1. Стандартный
155	4. Потерянный клиент	3. Перспективный	2. Приостановленный	Известный клиент	29.07.2022	35696,45	28	6	"ООО ""Невообразимая энергия"" ИНН 47922059624"	CL_2391	26.07.2021	17079,23138791648	ДПИ-Направления-Граффити-краски | Живопись-акварель-наборы	2	ДПИ-Направления-Граффити-краски	4214	25284	0,46	11619,282764696532	0,041666666666666664	1. Стандартный
9	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	22.12.2022	9059,800000000001	19	3	"ПАО ""Бездонная беседа"" ИНН 48702160461"	CL_23911	27.10.2022	3912,3599999999988	Живопись-акварель-наборы | Основы-Холст негрунтованный | ВС масло растворители очистители	3	Живопись-акварель-наборы	3020	9060	0,432	3912,3599999999988	0,1111111111111111	2. Энтузиаст
